2591,100,[2098333977  -1778439284  -1203595113  -760818783  -1057793851  1470787458  -598349998  492157172  -1344488446  2126696403  1559362543  1263274319  -1701777869  2055104530  -528410623  -414561203  -1563814219  248010244  2000189549  681373965  1345103903  -1091509865  -1192325041  577517894  -1863159861  -1943818221  1532988958  1136083357  1186503061  1899067023  944934669  2038872890  -716985374  203284389  -715905868  -124179816  -2068267037  -1346791319  -757002001  -443301988  -1963230693  1604040854  1898339334  266345193  -1663793378  776796682  858401037  -1659857806  1736220826  -72715404  -662508402  -1909860529  -228303205  2142030411  -1879512732  1053419220  -674146038  -283373567  -1261955095  2098323680  1970101622  -611860872  1257691987  1371083122  -1536377578  1767737268  395848027  -2029704319  1874654990  -1116672814  -703199201  214743820  1576878833  -235876295  101418568  1818633326  -1055473785  -924354802  -603745937  448185591  -1637725745  859090413  1692683964  -306509639  -190431162  364446933  774166992  -1223063137  -1189693847  644109923  778407396  -1008694334  -299443079  1732841026  148978994  330197759  -828203138  -2114395423  -1934624109  -1535455804]
2592,100,[-997382526  -1905215997  -1289948949  955262585  -1017079505  -1577216193  336320406  1964066682  -51261566  -2104200011  -1916339667  1410480200  -1507719799  -1069260003  1287124230  -39115286  5847873  1819255910  -5361942  1720581114  -1226835348  -1204724995  -487897844  1251840903  -290511450  -1571508913  301318710  1345219644  1418011834  -1315168883  -779905724  -231255103  -1842281935  -20964946  -1041171754  1557831521  -637972948  -227014727  818925120  588700652  -552740237  -145665468  140932549  402135006  693150669  -1723057865  -1783308795  2140220352  1521712273  -831624491  -1408681805  -1097423666  -1439871876  1475848445  -1483378038  283850201  -1792869947  -1008402772  -1039035263  705155694  -246591633  -969717307  -729381828  -467150792  266761437  -1592124140  1931466694  -557585758  1283377835  -1618723184  -1298485123  -1737726784  125976762  1033586144  1976750413  -977369745  -613123700  1150295840  -330406880  1698544058  -1787081005  -1591577116  -1279516011  -124999297  -1288402108  604327036  -1923164689  -451417519  -1974669905  945767289  -1197710769  -218202976  -954480300  1133073776  613798182  1059223319  803723118  706153213  -552530204  1863222341]
2593,100,[667283761  -1181429820  -1175313365  867490250  1251260786  1159561369  -831236027  -1483249553  -1845579348  6636793  1371400643  18217417  170497935  -208370988  684328613  62866084  1384827704  635498526  2056110139  -1823476723  -743505723  -108058924  860858584  -778004237  -1110247636  715846977  133109956  -1260312053  -1789900728  -2034372995  1713786486  -2069922828  -159472076  306183990  -1479418366  876866460  -1009051172  -101315918  284894160  -964563743  1414272720  -1892756460  -234180978  1827692410  -1116571557  1443805149  1147327591  -1143484904  -1671119916  1360984501  1056040820  981662664  -147649485  -1386370453  1699659122  -1505729637  6812390  2052549178  501841589  537497223  -995966491  1923386190  -972689315  212820879  -2035938556  112679045  -741102138  -340208094  -922371961  -427719559  -481557180  -1273784640  -1824154885  2052261054  -2134610928  629975523  1274183747  -390800024  1335868796  -587134692  -951244815  36085967  1803008366  630502011  -1145067306  1288546197  -373590517  1832962612  1338711003  1301365992  2018949298  -990924162  -1583046638  1913617156  -1228838357  -429376066  211160071  -880151557  18192928  985095908]
2594,100,[-1730504290  421081998  388350471  919883010  -798484428  -1409685063  207692229  -668941648  354903072  -952872201  1032551098  1396171062  857155058  2087757039  -1793394841  1674554952  -1841213716  -990132127  -665472117  564306296  511591982  1604315514  -1818056724  -1553588571  -1755626478  -1006290583  1964445270  1082762161  -1954512935  1164227889  -727219741  1741593974  161092486  1889535424  571760509  1028921337  -208618998  -143733439  -602068319  -458179104  -32650336  1954739629  2063530597  -429335775  -2145903494  948622504  -2046938437  -625649924  -213016163  1729181834  -1862529545  -110372566  790102024  -1851215173  -1877165426  1596427862  779643419  -388975805  1149964576  1976909772  1659465527  165169568  984819383  -1581469072  -308567647  -2132042022  673005393  -145981200  1832662699  -1279886123  1906762907  -1601379011  -1614609131  349664997  1248863487  -1099881162  -944274000  268732327  2091859680  -242837850  1496496708  -75810802  1476213796  2046520944  -690086221  -1033657412  147997170  -1478045944  1217267805  -1100026222  1527814332  1969146405  1175984070  -93388918  2045358207  -478131788  132948086  -1792109373  39363913  -1923607537]
2595,100,[616555994  791103088  846272234  270920253  -1344764158  -33244906  1322402408  1689282768  -2119027026  -247046896  -92781745  957532986  -1011022919  951120694  1837186139  -1873409043  1060111221  2063933605  1957011378  286688426  -2145453602  1665582307  1361851445  1587784518  1212535058  94441030  478714904  1490572976  600806400  860680341  658714804  1405341745  -460988320  857072111  -1520285797  452736246  1831928802  -1217199637  1568290028  -621351989  247478441  32050944  -1408590103  -850644183  -162220806  1070321191  -2010843450  -6878350  -171867600  -2068068162  -373216573  2146632058  -1564651789  -1247312721  -354228868  707632457  857911465  -102393135  -1140658561  -975603426  560891947  1097813902  1599438879  -338869065  -76317252  1704563141  2126489223  -1854326577  1899284534  -953908240  1390083089  908181224  -364268667  -547884151  -947366184  -1716104886  1749981785  1952801449  -108577909  -85469366  335496983  1504610290  160508292  -91094577  2078404624  1427728559  -1579871208  297757714  -1238809868  -913739463  -1952408272  -1379367772  1726428040  -1507381348  1237968152  1871282869  923894166  949392505  -498728041  665578386]
2596,100,[865082390  462543713  134006140  1061617841  1896704338  47204357  -259976649  -1792176724  1765192782  -228586999  1677249475  -405283310  468608458  -991174972  -2006064503  1054503366  1350412439  -1970369840  -327379219  1476229264  -991408003  -1557331679  490869970  -1287806636  543017822  -161257640  1033552738  1957570694  610631834  1766689625  42945806  -1345791523  1231504053  367566362  691774420  256899398  -1978222793  -447395906  1567327679  1186023195  -1739401005  320760033  -1042528844  1025020820  1803089867  1830427957  63691882  307467645  238869650  1321194317  -2022079046  -1852835799  -1358040910  -383283784  -1162056168  689427622  1143706096  1066639698  -1441188768  1337985585  34141101  -861436714  1275544534  1409231340  -2117913970  1266910646  -1851569560  -858068531  -1133347233  -81365458  -1407430859  1699042010  155811380  -1896634218  1593650514  241311378  -1778101551  508349431  -246647094  264239022  2103106379  -602636831  -426179609  622367241  -1270865938  1458021755  766096047  1256574427  -1359804575  -114758693  -1192551759  -448177619  1753397768  -2049251944  1428044033  581405320  -1800710231  1241170332  695687296  1680692208]
2597,100,[719892844  -1778128945  -1209745289  859584533  1549404161  1942090445  -148759749  -942678449  -111870088  -1967279066  1708408718  -1805356760  -1918635307  50333327  -1054856475  -844615216  1602019529  2058034431  -1565671101  750338041  1920987464  1959549624  -742105362  1730632565  -274710440  -1859836025  590500197  1377672221  -682753492  -554286007  -1250006128  1251296245  -115977103  -1282579535  1663183161  -689893491  -1168224026  -754119863  -1854007877  1626515625  -1306249934  -622657354  -1608422920  1253187364  319468529  -1444821185  1343821200  -2133226480  614449935  -1372196464  -1249269938  -2092612830  437353305  1169705914  1075497190  -1379191219  -1399268015  -1247141507  468861405  1488089004  1544261441  737748170  -1234717240  1175307684  -981276526  33339522  511283640  1070280009  1612176989  1601610628  -1935745804  -344240384  932750658  -256020506  -820453144  -1293205146  370547832  -1265173887  312663134  1575259760  1953781285  -911345998  1653421547  671475411  -1861562128  1895131743  -634068565  -269932634  387331795  1308190264  1671360048  -1460562364  -880364235  -397640129  -1089770313  -1184401801  148062775  -164247927  -1663948644  20209362]
2600,100,[-829647875  1572776483  2093333206  2095226071  -1743199006  1293561577  -18902451  767217496  1363345118  -1287121178  480108360  503449210  1137986747  -44553796  1876090830  1275661317  1482294326  -955879204  1571057904  714184348  -105120577  999866611  -1387410130  512373333  832810620  1183245987  -1512813288  1497865868  1957010835  -1842582922  1924468280  1284879604  -1686129240  -2093080561  -276061137  -1459147282  -1427940956  1420620962  940587037  -1517496803  -446026824  -2076004187  1724758598  -556660423  264294817  735879367  -1613297167  644187684  771963181  687036961  -674482285  714272826  1996103933  56495531  418333997  -1723690516  -291378805  3350256  1511655665  -1216727920  2036265582  1301213701  878515755  -445439631  885262301  -2094717769  -299249569  166109229  773039217  286238467  -597160787  -680294848  -504558802  -1785567542  351921533  -1844139045  1210219971  1522631364  -784948137  -1043768838  180753168  -1989986123  -1005591022  -938605131  743371241  2118517471  -1927127760  -657134379  378598425  1708562615  2049300104  2056480681  1599927721  105432795  -112827355  -1796078566  -1874832286  -564047294  -1557474706  -1208304131]
2601,100,[178415525  -174969538  344408435  2002713665  -1715595598  -996730711  -1723182044  1377294784  788309582  -1923640725  1653078107  -953719154  1842267254  2073410147  1624824861  1863517688  -1880000265  -1281633159  -1451181269  1452742131  191613013  -1044153427  -648866171  1016703568  -1291247378  1104441965  1823301679  464602924  -886376867  101688358  251764534  1127763628  1703816995  -705680356  1654181877  -1103292950  -783857532  1928689022  -1914403692  1193923882  -1023257426  -1150891852  -617903663  1023338320  717371168  -516826628  -774532094  1571622038  976012105  -217371340  -1839843238  -943414151  -1893228177  -1324326152  -1762150805  2139755252  -1805378094  1905902319  -1060481557  1741604080  582370833  -404121758  1090870458  15828986  351664331  -230871538  947052835  -144692938  -1964061815  1219269178  273677409  1914670995  -523375910  1736659978  -1633738395  2021573951  634083519  1603137813  595762134  -1351834531  12463433  712815158  1645312857  305076981  975289728  -1573514593  1434021650  1387674156  2064370823  -2063596493  -547072663  -625703756  -2047726851  -687299309  -557808624  1263087749  857761957  424426105  1115098181  480268236]
2602,100,[323674246  -680668075  491225942  -60219642  162503101  1967743750  112383428  1381465559  1434178264  2046809732  -559924300  -687927721  1762106342  -1265000960  840065899  -1997875434  434805302  102205466  799845022  -946384547  989254921  320185218  -284156856  428274799  -1027139192  1495860706  -592840770  2130555153  -868537865  -1843880709  167449856  435822925  -47502293  242183694  1258338897  539717746  -700511431  1609099132  -1831028984  -368099490  1684914288  555624624  -1520183384  -481097474  1014216584  -588946372  -32045266  1212730134  -2117156326  1799536706  1618784682  586610493  -1597944237  -1914939115  1461009425  1279782955  -322579228  282675743  2122229072  1130207031  1308013116  1093525764  -1224170332  709996058  -813834503  -1797955833  -1455695576  -587984648  711146395  -23335764  -1226056017  -542896991  977757050  -1943952481  -745186348  1383224595  -1073464583  -1276521772  -2126095026  1804427331  -2146718468  -1596464914  -1805610360  -2083378916  -353350761  -223514396  2104115056  91725511  1292552199  -567038750  -702810225  -1620360147  1776973285  2113133420  1260811865  -732314695  1215188376  201433801  -938661691  717650786]
2603,100,[782050174  369950187  1879966479  -1651781092  376122372  561056738  -1319069168  -287341899  -1113195575  1792280550  1460255010  947180694  1404265977  1421689061  733622677  -893393108  -395324843  -474790076  166438103  787312925  -1773254566  -183303370  -520847814  2071605437  -657749853  -1760469935  2126202105  1693216710  -642852725  393692766  1958644348  -2131390904  -635870186  -2024716432  -826869542  2083309790  -1324393968  -204944585  829244832  938716706  -1506531722  820959125  565578960  -1440221342  1462071061  1604646514  -1306404820  -1571964781  1584838257  -45455156  974116532  857217925  -955660057  1201731345  1454770284  -890889640  60708885  -1564609872  -1499864479  355200302  -617256839  -552518419  237022958  -1726406879  361461080  869623540  9383483  -363430281  1773563616  1272528689  675560198  -692691948  1646458512  1086611422  -1015908443  -1436234193  1459518935  150835933  1280919371  -1026758072  -254661893  -143450425  1027446665  -1035785639  -1561548740  401756484  1701264920  -892047029  1719091513  -1615013220  -848302379  -392404309  -2047544687  1574948494  1383927308  -352517731  867192780  716791392  701358840  859622160]
2604,100,[-762142440  -81420393  466473220  -465113523  1545151505  368320171  1495183084  -1720027082  -1136516593  -1953419083  1274777109  1392531671  -2034676345  1268924397  67548149  -1039739758  1828530333  793293116  1859019510  -690426113  -934237753  -836741614  1775749568  -852663592  -149944657  735225718  -1076682051  1431872824  -506672802  1429872222  393463769  -1732286460  -1674341482  670186816  -2133901687  1539985321  1761621118  2011569896  181567503  -1770860537  -2056588156  -1925669236  1032651259  1099719852  1103379326  -687968995  -469417228  -110323643  -1331563246  -1913411617  -1589452872  1506250576  -564897960  -1831091141  209089632  1908279830  898494397  -539761453  -1343762968  1836388824  -1098573270  -2016613417  970403823  324977992  -242006428  753131158  1845932730  702478394  934850485  -1834717609  778894718  1835899547  548498124  363510378  31645918  -888923487  699592161  1272356729  1555142066  -440256956  1740076828  1620322339  553624585  210366444  -424741577  1021440715  544650865  605657707  1514362465  -1678270292  761060725  1462120492  1062756709  -1862557136  -1811937434  -1217959507  -1790083829  156824706  -1107644322  866797354]
2605,100,[2051093426  69023555  -1763381645  457669387  -1088852523  -1459247166  -914384473  1094320547  285285964  -505903035  -1476691893  1519132615  1926720947  584860157  -1933329354  1798985821  1313841450  831193282  1605929165  -879844809  -1499745155  1323478123  632132554  841675652  -14421370  -1700093089  1126927935  745312392  2088054735  1757547116  -1712285222  707334543  -872051845  1063437782  -307474838  -597601250  -1358308763  -1351454797  -1455942750  -2020226196  -1953226615  532406133  1783943963  -2060786672  -1210729309  -1098836280  587417247  -352096518  -1008326123  -209803362  622618276  -933083225  1897495821  209119111  -752632555  -1434211952  1224735974  955024453  -1062887336  -311301917  -2082832177  -736539233  -787506548  1973453429  -1394249046  531056757  -300842734  -1206667530  -594109387  -343974124  -1837498289  -796252827  -2079841681  -933084469  -60186705  -494855994  1401770804  -1321905474  -35421716  709066002  1460939050  188128249  896755087  834580335  -1346328096  1156073160  -569071178  1087872417  2036171315  -1749744315  1174297368  -1112676161  772769012  -1235986639  -2085319354  501350185  -512757817  -888228089  -536902605  -775003719]
2606,100,[1729800187  -7463759  -580820982  1918811395  -1092808664  -1189924037  -1997963827  -325921150  997640970  -1570202037  -603816465  480692645  1069654196  366704306  -263875825  -298221932  -88137898  -1312950438  -1959687589  525446317  -1505840341  -54099630  -1833336815  -117485896  1777522837  -1840100054  577493059  -1591499169  -1482371963  1494310272  1191804890  1173455580  105406240  1894155994  -1654539812  1855897331  -106443617  102736054  1405549809  1188768291  -847658890  -304663584  263562530  53498136  -751704392  1251097090  -1282572828  1991301475  1274982329  -1102986623  -288659371  -2053806996  -93509132  955879558  1715511748  1741696422  190191151  -282458534  1570336375  964679685  -1169843748  -1338183178  1750936743  1757224621  -591318078  -866513190  1387140047  1606835435  1608898268  521228573  967779365  -1018748568  -418230399  704007621  -2066019736  -1649852261  -1359980860  2132366424  -184615972  1832917631  -797902819  -184545870  1731776146  -889845882  293023048  898151449  -628633107  -47243060  -684338067  2084583566  561261408  1981011855  653550720  -1469781659  -683099268  -660008993  792724458  -665555432  1570230057  -2076003695]
2607,100,[-745255721  618070173  -1851359524  1768819602  1760093088  -1883337062  -615275587  367490950  74078005  -365125461  -459479172  -326657271  -881558528  1642859204  -1556475151  -176530821  2124325905  847819078  -1513496108  -1311264676  -217158370  385407157  609528412  1225942561  538634954  -1636877139  -1587586264  -195492278  1937879338  -668786154  1201009506  21715892  1115915140  1446697110  -958211807  1220022827  391555929  -1856479417  20623887  -717534141  347683749  -1325457239  -1581604277  433078887  88982628  1426389466  707859856  1056259890  -32425384  1353711876  -368609642  119704829  -622782711  742768405  537229496  -1102436168  -1510673139  2095567029  -1798514730  -853586435  262089865  -1343937932  -1065962884  1833054306  517747703  895892547  -391519677  -1067616754  -579811031  701386790  403961463  654854030  -539810164  -862846938  -1029393158  773392617  -1709455183  -1981804661  -444185241  524423153  -1409382391  -645434550  1690987129  630385627  -426439952  743011772  -446206546  -854715886  1137693676  -125967983  -559570649  1194067015  1492348981  1255827459  -1261921326  2049065932  -1076131208  529380941  1573753802  928359970]
2608,100,[273623404  1403383126  282285719  1084362555  1905502436  962214998  2042259191  840400949  -1260012220  -1981678731  -838953233  -1528450646  1910275231  150063910  1142694783  716733271  -1652403190  -354414439  993800011  -52641616  1417439926  -119661249  -423940653  -1262694910  953983553  1428015757  751717862  1893917659  -1247623096  1473154559  166762328  -1391553367  -1121530560  1929988447  1880600562  -577775456  -789638010  1064459078  -197428310  -203097119  504574387  -1446136861  1572539411  1925630680  -1703106763  -1690766853  -1260612842  1688248549  -1973650918  -1904489424  390941922  120077629  -213536977  85936773  -295594720  463700498  -523631287  721458209  572824427  -1280802318  779583714  -1491315374  1095396095  -670662804  -773153561  1486619092  -133285457  1095549688  1989293263  -805406893  1915892252  1632529176  285178863  -1177959377  -1242223325  1901107898  -496134644  852235902  -1440346473  -75322912  198288689  1775114070  1204009264  775306370  863854787  -671533493  -1693200958  507995058  510364114  1280878902  1342810545  1115892993  1206833329  -1610341320  -444966749  -706919391  485556167  66031102  -1859031688  1210813131]
2610,100,[-2098098322  1359807149  -640970848  1013834628  -940906817  -1653469115  -1727389725  1058399478  1785713721  748831500  -710354226  1718262955  214927674  -850648364  154675083  -98476260  -1317046556  -1291217433  913197482  -1547559880  1439726900  -599726957  684619865  596965514  -673220781  1293152488  -649218862  -1905404775  -1441679060  1889838783  281678868  -1331796334  1382240830  283240446  -851415083  465422884  -237622862  243300635  -1124617546  -696341845  -1649522768  -84430370  -1030212680  2109434768  1377361901  -1785596310  161010926  1718743790  -1449070200  -551732099  -757933708  1608448633  1470992406  1841832182  413705887  -1652356453  57879035  410800535  943383669  14255071  2105696251  785338124  1693102431  70015634  699679248  -1129395412  874437916  1635084455  -1294137987  -813815938  -1540530439  -739739173  -492074974  430888957  -1314292930  -19958247  -2018691822  1916120607  -1653978133  991186462  1121132130  -1831120877  715432100  1416269408  -1907466173  -1283039158  1118726632  -1044071380  1315381587  -2055071431  -223272055  -1327505139  1397933103  -122920612  -1309412776  74573940  -968679860  -1180525699  1421699359  -1104301163]
2612,100,[1407112344  -1433711831  -1023511771  -393603514  324896339  1044117899  915566715  1009935787  -1942642251  -1550807415  297285906  -2067530534  1329878498  562348883  1465327695  1526407437  965760464  2011354873  -1535406776  -1474564961  1859272657  -321478536  768949878  -2022122835  878930545  -1139720969  -1087794007  1784932601  -645125503  1166204493  1772820795  -973769710  -2010651021  -167477817  -813255800  -81645135  1629915880  -1985775833  -1425391203  1833692518  1087911047  31281134  97486894  1611590515  -1737940208  171585246  2073144781  -456649224  -238990928  -543635527  1006810457  -378644401  -2107895658  2053553999  1515826100  253480121  232922053  1445776311  1604943032  -448159687  -1147655380  -645524260  1100718954  965464256  928212979  -49374917  -2128008848  2026383753  -522931433  1179425514  -1348490816  1756766662  544327992  -1454024485  1122454170  1831567740  2131513265  422418529  131719863  -426512213  1992564457  -269827340  -1580548670  741332145  1255366120  1554095152  341947399  127475695  -1797766355  1786500131  -136083094  500365228  -1246130499  975043015  -1959999591  924013625  1703940479  -1323593267  -1455192187  398720854]
2613,100,[-1255732045  613331103  469457614  824208735  -1361582663  -2057168912  -630527475  -1593605250  702767656  -1545048861  86725200  -1319255752  -1506379982  1940988049  358914869  -993199397  -933757320  287103728  1828836989  3880030  2024490433  1874879096  907745501  -604238939  153052646  -1357129207  -591025130  -1864367358  621319440  1508735243  1340919363  -1445761025  -1325406170  -1355472425  -1389981071  -810085798  -579258496  628128341  245216884  -2088986800  -41542944  -420648219  1247969784  980520222  -549965663  2072717186  1291977430  1179093700  -1954274256  -14670044  -1486603608  907055115  1269442491  -1774342810  250024351  1263722953  1631573289  -1552954775  666182291  382199395  -12408247  128120055  -1984646053  -141703532  895063117  1464247019  -1453558690  -1244932501  -975225223  -447314993  478201450  -1287255398  1656100886  1005208005  -1593459261  -1587806740  -679328339  -1719276373  -1248914561  -2001450217  -118165135  1097036666  1812508176  1805467316  999796476  1838141422  678923810  1698178442  4056638  -230897557  355218599  -585843950  -1943176783  -1135449057  1701631535  -46760905  1450122193  1213836643  -901845124  -673848740]
2615,100,[645271487  364930291  -305377144  -1817027927  -701388547  909847133  -1738485372  -1838802952  1048323948  -1067705097  1837184713  169795557  -2112168198  905901430  -1238652376  1965289989  1807916358  1642468920  206591306  -191832044  -1222604867  2054623693  -6209567  778691094  -1404418328  -522545735  -2017108705  -899757890  -1867181314  535412087  -945128341  937439764  -893880896  208605631  2033783122  -62856111  -1617242746  -2082359285  -1788344645  -556305651  -1384964716  338007639  1373507934  1907528347  -1156835407  -1371312343  -298764937  -508248653  363547386  -2085078576  -1901300810  -1089334958  1885762547  -232047889  1150210425  -915045667  1607461342  1347330365  -1825165252  1472255116  7570767  -257512827  568043599  -189993979  -870130688  1882166516  -1313973558  1707503431  -492247583  -1751457645  -344658242  -744698935  862609267  -1436506863  -1515377235  -558363678  -1208386218  -278265914  396653371  1733041771  -789002976  -941236748  779805732  -471436126  1880235887  -1976981681  1101963376  -1346561455  -125536447  345214142  -2064947995  2048175151  622557826  796688227  1336823741  1470419077  596266982  698618841  538229913  725161492]
2616,100,[2076834658  1248275447  22188623  -305357680  -1815913707  939908461  831924326  1563256077  21028859  1813344624  -970925299  -1261202205  -704227406  1879677093  -1720737658  -1441754481  2052379201  -943079314  -2133863641  151360174  510080636  -1254221440  -1413220771  -214101329  2079930540  2005791666  394348532  -1084962104  1710528366  -154696936  1725866388  -436188371  263897819  -1751752112  -40800626  -394545025  -1807789591  1999595035  -937575976  -2113315966  1770646032  317560367  -592799658  -393480173  1300004144  -91922614  -600018085  -1157947560  790954417  -1938795894  871036782  1317925176  1655703788  1669662203  -1698649264  -666107635  1870911433  1607723633  927888189  -277130856  1180820904  2098932376  131957874  -1050829771  317121924  -1280252087  -1915843345  656299855  -157303467  1055155486  1885148030  1995845653  1047269302  -87294136  686445555  681569133  1666005960  1417606047  -1285350476  914743849  -531957931  269966330  1418226299  -137458568  1980032823  281667776  1981471578  652333214  1545263611  1311125695  1248139775  -77068057  -2029287232  1064020540  -845027271  -111217448  415498853  -1609785014  142505914  401607080]
2617,100,[-1059319946  -2076467305  -1751803035  -1684352809  -748363727  -1512741086  1989663682  -572049242  812376159  -1780585033  1443837242  2098708757  1237136668  -181160972  1703255100  -959625678  -335416946  253328727  1151780108  527952213  338766796  1009021989  1693664214  1960685993  415821085  523675532  -822273530  -1051971349  -56004251  -20199413  172967126  -1682362254  538995163  -626899439  -1087954648  -2100123026  1398355711  512046820  -197150571  977179508  390221259  -1059773500  643582917  -1504757703  -1639498712  1689003855  339783168  -1954991203  -1874722653  -1906574041  -40155643  807682283  1543350624  -741677103  1464715290  1497394783  -674271666  186552544  146734436  2023584744  1768602267  259147602  632368248  798634542  -429401750  -1488437191  -1682049231  -845242923  -767804989  825998749  1532084675  3316483  -1226932789  -478920800  1594750736  380144927  -1304442572  -273144861  1796914746  -1652908324  1197933302  -1291888856  359003513  -1981413771  1435631166  307035449  1498842669  356502073  1166786215  1101083399  -1302829514  -449656502  -190428249  -884846827  437705347  1523518625  1220134731  -944815082  -964702487  1246667860]
2621,100,[2000188049  -110987489  -1863686141  -1555960780  575056071  137874611  838296844  1042500014  -773740047  1054534141  -1480196948  -1003972024  -51669897  -438781114  -675660899  73478754  -31565213  1037700718  -86355293  823378192  -189451961  1082068735  -1490263276  605879381  -949838754  -2123501698  -1064956006  -804234096  513438960  -1215147003  2059261239  216308534  1774818555  -2142219762  -139825015  -1520637759  1888159759  -951641712  -1889742001  -134541849  394585721  1114413903  -1396347349  1649798159  -829079901  -1794326416  -1799499096  2071138560  630829242  -1312028853  -444862081  1081692635  -1130192751  -713647740  553941270  1644011851  -972217915  526528348  -360310712  -427125510  -1693646304  565859396  -1931499157  471223878  400725570  1500766387  -198211186  220314164  445525117  -65159879  225091586  1249336484  1066224129  -292404526  -773989861  925833926  -498330056  -1813132161  2036670263  889174220  750229619  -580628974  21954815  440270560  956541894  316212297  -2020299795  2088024408  -1400779473  -21458402  -830350323  1098909736  -527161347  -557375651  2086722054  -120999528  1771734127  -325497738  -2122660773  233532470]
2622,100,[-1306018321  1387731272  1391648678  -794354739  941299262  -524644847  -1757500601  -6261553  98339889  -121867366  -1146536947  868309068  1367558280  1002604755  -1764407237  -1790962486  -2111689843  -2100965764  -1459142991  -1602036921  -1353780596  -1244417665  1300900738  -471725514  -1678655358  690812826  -2002398781  1947575495  -1934098925  777278016  83627686  1651276395  281068737  1505278913  -504309306  886030999  -372749989  432407208  455177923  377368775  -881133134  1407723363  -198923247  -845822779  -1359986286  1706324009  1830228749  -1791763670  853027568  -566929640  554947921  -1301855707  -1578742433  -1551583587  1894476616  -609724806  582467784  -978200553  -1217449980  -2092471090  -1642526886  -1616426818  -1027482034  1971456801  -1653857601  -476145471  -1937093890  1995683482  -1036105585  -118593362  1525084301  538925450  891283977  1994483991  450240488  -753236566  734593792  1108029553  -72357242  -1724639577  1220469778  -1183184065  -2020861508  -66848544  1750068256  -1250743697  -1488992433  -1880483730  1930224889  -1135029245  121858891  836680804  -64030888  -1976534541  378237714  -1076440489  -170628592  -1103570095  -1771391561  -433918432]
2624,100,[236920176  352912751  -481730900  302451620  583944755  -173508293  -320295123  621845733  -966456668  -1304108712  1021605806  -848576102  -1601247851  -1093255580  847559447  -889032579  -797473223  -775059590  -2094781882  -231437996  -1332233753  1460326051  -2068979333  733565064  -1557264866  -1716733812  -764471306  686067704  178002632  -952943751  2069997022  870084874  -1263360830  1201330553  -1140947867  -964008957  -1467399012  -558577189  888515624  -991778664  2081992093  -1504459296  2115696091  750996421  1705586953  640445617  -1481776859  -1335578916  -175621723  -926715245  -1642306104  1029893088  1520139130  1270026072  -1010879740  -1157059821  -527377447  -533438440  1661993277  -201769523  -724150881  -965693407  -1329538597  1658917518  -1871356486  -1108746965  -366642831  -2068785578  748784619  -1635235121  265170976  106485556  -1904047155  1943017786  -800725955  356482077  1757256213  497455901  1373313841  -771299841  2126713370  -1825831193  -1233769311  1105399316  -1826041960  -1413644490  -537066546  -1929185925  -1348310864  -1149956470  954667837  631552515  -558595022  1119265339  162160282  -191519670  2102448159  -2034069331  1255456472  -1973648634]
2625,100,[-517759089  -1435613593  158341464  -1259246989  -527173223  30520482  1651131163  -1918007189  1426648870  -1708820560  -1054903029  89844471  48486054  622927261  -268046071  -1552236002  -1673656153  184096174  -482731341  -926224462  8255899  716226777  422031553  -2129441048  1400744925  -744974985  725792945  -1194893013  1075297782  -186758601  -974061402  206926892  -880764645  -1811923882  359619469  -1023830723  -786070534  978617612  613153665  -1652824609  1512283573  -135826871  1405193840  -2019088999  -1811610322  -1912842592  2044002558  -1698855670  -1064128379  951510147  349309865  889132609  1752021214  -987592527  1096871469  -944345524  -1140122009  976254955  -1456341719  -948614130  -19314535  1604084717  -706615806  1517574230  923190973  405998492  243518726  -995732692  232133809  -2064311685  959228372  -1992277396  -1193121813  -1622930589  -374503940  -75663975  410372286  -1058143629  2036367842  -847285526  -1571750948  -188165564  -2084125721  -1315495511  -1488322533  -388259743  -1628195383  -1991916099  2100175995  -1491477258  1873032266  -350642043  -777979289  2057929158  94803215  376654566  646031419  2027539554  -1742559541  662576295]
2626,100,[-1306576739  457031738  -1960533876  445402865  -189013631  669219146  1746169470  1078051319  -298044017  1781902582  -559968848  -968576617  874028488  1844759515  208835214  -1021123750  -1319001507  -1819030005  1867434293  -570007648  1963730052  -1978578344  1007695210  1294509179  719774094  -1850458670  -906027571  915120858  318542649  -1622194291  248682061  6482409  1938243906  144006311  -2077442594  -1604737864  1187944510  825702536  -961502359  -1400353254  -1047242326  -567210645  207422980  -1867039025  223295808  1160001822  -489266077  -189171227  -1801077876  -1995374075  -503443571  -679650470  -1113593411  1216389220  2061186258  -869855994  757067456  -613410852  1370886907  -312285769  1335816586  1431348534  -1550528829  -1386473827  355254453  -914701217  -968058234  2024164072  -1752816818  1790775987  -2041502408  -433119825  -637607188  696291709  -644381545  -1070167533  1765401349  1938820286  1652625060  -795100764  1434114428  -1255626195  -1810508209  -406989565  -1425900419  -2133465985  -383926416  -687424825  295647629  -1560578328  -1256038914  -114311004  -592852516  1930689760  1079186554  -1330715958  1615214557  131287594  1894262188  -222493302]
